601069568,
623759361,822500186,112095871,1220505270,162748423,146101600,278972353,108134084,489982246,87818409,510639916,1067419544,324770613,1220505270,1274715223,305610360,822500186,288811689,146101600,278972353,108134084,489982246,162748423,560329672,92556746,510639916,202307054,305610360,324770613,1220505270,1274715223,1067419544,822500186,822500186
1157421739,
162748423,623759361,822500186,1220505270,112095871,1067419544,146101600,623759361,108134084,489982246,278972353,560329672,92556746,510639916,202307054,305610360,324770613,1220505270,1274715223,1067419544,822500186
177584156,27618505,342894187,2441603358,342894187,37036390,284955639
48058397,
23128095,
719808859,
94021685,
156950586,
338985020,342894187,23317826
198035525,356270466,359910629
186669131,
183490646,64380320
149936221,
17999966,342894187
2465241191,
302903400,
44652649,
75460717,
1020121202,
221706364,231653036,335885581
623768256,
25034887,31847187
2525581453,
232526531,428094568,2458506090,1092379644
254259362,1720314594,1460701506,2662422787,359910629,2205055431,169051522,729747830,28674722,308850138,2578897435,529104828,1720314594
87818409,146101600,278972353,108134084,489982246,623759361,510639916,1067419544,324770613,1220505270,1274715223,305610360,822500186,418974849,517842470,45013575
1903712426,
445554861,
1073211570,
73975994,
34586817,
283396811,
570300619,
2611876044,
343894228,
341555414,1354570123,244688535
1162133725,
207904996,274639464
537546987,
2488492278,
92578044,244688535,16799023,115388177,1315370654
328714498,
2662422787,89964115,254259362,359910629,2205055431,1460701506,169051522,729747830,28674722,308850138,2578897435,529104828
493086082,2489019913,78416471,335837124,742993460,379969920,335837124,742993460,379969920
2441603358,342894187,177584156
339822881,
164856101,
489982246,1067419544,146101600,278972353,108134084,623759361,87818409,510639916,1067419544,324770613,1220505270,1274715223,305610360,822500186,560329672,822500186,146101600,623759361,278972353,108134084,162748423,560329672,92556746,510639916,202307054,305610360,324770613,1220505270,1274715223,1067419544,822500186
2295118128,1735443122
32485683,1092378031,101525412,336161318,37036390,19349167,2679535350,16799023
85913912,
382185785,974735124,1460701506,1381926373
1460701506,509055792,3715051,19322067,975841634,89964115,74323323,336161318,210473815,254259362,2662422787,359910629,2205055431,169051522,729747830,28674722,308850138,2578897435,529104828,382185785,1381926373
1354570123,140631752,237044540,341555414,244688535,263774154,2197814987,104257139,1316467338,263774154
1171687771,
975841634,263774154,1460701506,89964115,74323323,336161318,210473815,829830162
37036390,32485683,101525412,1092378031,336161318,19349167,177584156,284955639
729747830,254259362,2662422787,359910629,2205055431,1460701506,169051522,28674722,308850138,2578897435,529104828
588202362,
379969920,742993460,2704425999,493086082,493086082,101525412,244688535,418974849,263774154
33884545,
356270466,359910629,198035525
36215179,
16597389,
894024079,
498618776,
107191365,
251093414,
154479024,
493525747,
74492340,
366281144,245320407,244688535,237044540,101525412,263774154,101525412,1316467338,244688535,140631752,263774154,2578897435,271787365,20781527,263774154,244688535,38919776,418974849,101525412,1316467338,244688535,263774154,1316467338
589113785,
839721307,
111186363,418974849,6721522,336161318
130781634,
2461065669,
708235718,154049219
2205055431,1460701506,2662422787,359910629,254259362,169051522,729747830,28674722,308850138,2578897435,529104828,2665788800,247910313,154716979,214922288
117797322,
16425419,
153348563,1049652504
358869461,564725304
2168332758,2679535350
20781527,140631752,366281144,263774154,2578897435,271787365,17965523,132179181,16799023
537987546,
47617445,
18295206,
2407664102,
138326506,140631752,742993460
5145071,
100542966,3715051
15763959,
532611579,
349084165,
1968431630,
191662607,
106891797,356167207
244947480,
2578897435,140631752,366281144,263774154,271787365,20781527,254259362,2662422787,359910629,2205055431,1460701506,169051522,729747830,28674722,308850138,529104828
1174417952,21891765
428708272,
336161318,263774154,32485683,101525412,1092378031,37036390,19349167,263774154,975841634,89964115,1460701506,74323323,210473815,603085604,19349167,17965523,245320407,1092378031,16466943,111186363,1126211065,1381926373,536102733,340435921,431773266,279160522
29465136,
32279102,127659284
45013575,57333011,742993460,57333011,742993460,1257618090,87818409,742993460
78416471,2489019913,493086082,335837124,742993460
1086992994,
263981499,21891765
274639464,207904996
50651755,
99402348,
569506413,457209302
43182702,
153819759,
112095871,623759361,822500186,1220505270,162748423,1067419544,92556746
1316467338,366281144,263774154,101525412,244688535,263774154,2197814987,1354570123,104257139,38919776,418974849,101525412,263774154,244688535,366281144,366281144
887163673,
145300122,
28674722,254259362,2662422787,359910629,2205055431,1460701506,169051522,729747830,308850138,2578897435,529104828,263774154
60940059,
2237364901,
288811689,1067419544,106398633,92556746,146101600,623759361
1257618090,45013575
178432683,
497132205,239471570
14897840,
1735443122,2295118128
21891765,1174417952,263981499
1536724363,
16007872,
154049219,708235718
39174857,
61481674,38919776,917531424,263774154
1157751499,
245320407,366281144,244688535,2197814987,603085604,336161318,19349167,17965523,1092378031,16466943
603085604,336161318,19349167,17965523,245320407,1092378031,16466943
1720314594,254259362,254259362
90966761,
745689836,
24842995,244688535
2370329336,2370278898,2370314035,2370303445,2370316214
1444844330,
2472016639,
230859523,27618505
31847187,25034887
58573593,
1427077915,
68700959,
917531424,61481674,263774154
349287204,
61162279,
16042794,
509055792,1460701506,3715051,19322067,418974849,271787365,244688535
154716979,2665788800,247910313,2205055431,214922288
324770613,146101600,278972353,108134084,489982246,623759361,87818409,510639916,1067419544,1220505270,1274715223,305610360,822500186,146101600,623759361,278972353,108134084,489982246,162748423,560329672,92556746,510639916,202307054,305610360,1220505270,1274715223,1067419544,822500186
211964727,
237044540,140631752,1354570123,366281144,101525412
550003530,
614468428,
548791119,386566111
421047121,
210473815,975841634,89964115,74323323,1460701506,336161318
822500186,394155873,623759361,112095871,1220505270,162748423,146101600,278972353,108134084,489982246,623759361,87818409,510639916,1067419544,324770613,1220505270,1274715223,305610360,560329672,489982246,1067419544,146101600,623759361,278972353,108134084,489982246,162748423,560329672,92556746,510639916,202307054,305610360,324770613,1220505270,1274715223,1067419544,623759361
2323540830,
525800288,17965523,65967525,271527623
2458506090,428094568,232526531,1092379644
20980592,
2373735295,263774154,16799023
327820192,
25152422,
106398633,1067419544,1067419544,146101600,92556746,288811689
430787499,1670888610
1449165746,
560329672,822500186,489982246,146101600,623759361,278972353,108134084,489982246,162748423,92556746,510639916,202307054,305610360,324770613,1220505270,1274715223,1067419544,822500186
255681484,
340435921,829830162,431773266,279160522,336161318
239471570,497132205
16552921,
14810076,
104575967,
256080867,453717499
80669530,
284955639,177584156,37036390
1092379644,428094568,2458506090,232526531
